,SwisNo,UnitNo,SiteName,CountyID,County,Operator,Location,PlaceName,Zip,EnforAgent,Owner,Category,Activity,RegStatus,OpStatus,Latitude,Longitude,SiteID,UnitID
1627,19-AA-0808,1,Lindley Avenue Transfer Station,19,Los Angeles,City Of Los Angeles Bur Of Street Maint ,6351 Lindley Avenue,Reseda (In Los Angeles)                 ,91335,City of Los Angeles,City Of Los Angeles Bur Of Street Maint ,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,34.18545,-118.52747,1462,1490
1634,18-AA-0001,1,Little Valley Transfer Stn,18,Lassen,Lassen Regional Solid Waste Mgmt. Author,County Road 1; Nw/O Little Valley,Little Valley                           ,96056,County of Lassen,County Of Lassen Public Works Dept,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,40.90833,-121.19833,1296,1310
1636,01-AA-0301,1,Livermore Sanitation Recy. Materials T/F,1,Alameda,"Livermore Sanitation, Inc.",7000 National Dr.,Livermore                               ,94550,County of Alameda,"Livermore Sanitation, Inc.",Transfer/Processing,Direct Transfer Facility           ,Permitted                          ,Active,37.70155,-121.70579,11025,11532
1644,14-AA-0003,1,Lone Pine Landfill,14,Inyo,County of Inyo Integrated Waste Mgt.,End Of Substation Road,Lone Pine                               ,93545,County of Inyo                          ,City Of Los Angeles Dept Water & Power,Disposal,Solid Waste Landfill,Permitted                          ,Active,36.59421,-118.03495,874,883
1650,25-AA-0022,1,Lookout Transfer Station,25,Modoc,County Of Modoc Public Works Dept,"County Rd #93b, 1 Mi Nw Of Lookout",Lookout                                 ,96054,County of Modoc,County Of Modoc Public Works Dept,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,41.21862,-121.17195,2432,2464
1652,19-AR-1223,1,Looney Bins./East Valley Diversion,19,Los Angeles,"Looney Bins-USA Waste of California, Inc",11616 Sheldon Street,Sun Valley (In Los Angeles)             ,91352,City of Los Angeles,City of Los Angeles  Dept. Water /Power,Transfer/Processing,Large Vol CDI Debris Proc. Facility,Permitted                          ,Active,34.24522,-118.38456000000001,10450,10684
1653,19-AR-1224,1,Looney Bins/Downtown Diversion,19,Los Angeles,"Looney Bins-USA Waste of California, Inc",2424 East Olympic Blvd.,Los Angeles (City)                      ,90021,City of Los Angeles,Southern California  Gas Company,Transfer/Processing,Large Vol CDI Debris Proc. Facility,Permitted                          ,Active,34.02465,-118.22893,10451,10685
1654,34-AA-0203,1,"Lopez Ag Service, Inc.",34,Sacramento,"Lopez Ag Service, Inc.",11499 Florin Road & Eagles Nest Road,Sacramento                              ,95830,County of Sacramento,Eagles Nest Enterprises LLC,Composting,Composting Facility (Green Waste)  ,Permitted                          ,Active,38.496359999999996,-121.26253,3160,3197
1655,19-AR-1222,1,Lopez Canyon Environmental Center,19,Los Angeles,City of Los Angeles DPW Bureau of Sanit.,11950 Lopez Canyon Road,Los Angeles (City)                      ,91342,City of Los Angeles,City of Los Angeles Bureau of Sanitation,Composting,Composting Operation (Green Waste) ,Notification                       ,Active,34.32326,-118.37852,10395,10620
1657,15-AA-0053,1,Lorraine-Twin Oaks Transfer Station,15,Kern,County of Kern Waste Management Dept.,Caliente Creek Rd 1/4 N Sand Canyon Shop,Loraine                                 ,93518,County of Kern,US Dept Of Int Blm-Kern,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,35.31299,-118.42178,930,939
1659,19-AA-1098,1,Los Angeles Equestrian Center,19,Los Angeles,Los Angeles Equestrain Center,480 Riverside Drive,Los Angeles (City)                      ,91506,City of Los Angeles,City of Los Angeles,Composting,Composting Operation (Ag),Notification                       ,Active,34.160709999999995,-118.31025,10714,11096
1660,19-AR-1234,1,Los Angeles Express Materials Rec. Fac.,19,Los Angeles,"Titus Maint. and Install. Services, Inc.",6625 Standford Avenue,Los Angeles (City)                      ,90001,City of Los Angeles,Olga Wilheim Trust; Miguel Dilella,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,33.97888,-118.26347,10823,11273
1671,39-AA-0008,1,Lovelace Transfer Station,39,San Joaquin,County Of San Joaquin Public Works Dept,2323 Lovelace Road,Manteca                                 ,95336,County of San Joaquin,County Of San Joaquin Public Works Dept,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,37.84924,-121.2462,3997,4039
1672,19-AA-0868,1,Lower Azusa Reclamation Project,19,Los Angeles,"Arcadia Reclamation, Inc.",12321 Lower Azusa Road,Arcadia                                 ,91732,County of Los Angeles,"Lower Azusa Reclamation Porject, LLC",Disposal,Inert Debris ENG Fill Operation,Notification                       ,Active,34.09319,-117.99184,1515,1544
1675,46-AA-0001,1,Loyalton Landfill,46,Sierra,County Of Sierra,Garbage Pit Rd. off Hwy 49/Loyalton Rd.,Loyalton                                ,96118,County of Sierra,County Of Sierra,Disposal,Solid Waste Landfill,Permitted                          ,Active,39.67,-120.22,4481,4548
1689,49-AA-0398,1,"M and M Services, Inc.",49,Sonoma,"Abbott, Dustin",590 Caletti Avenue,Windsor                                 ,95492,County of Sonoma,Shiloh Road LLC,Transfer/Processing,Medium Vol CDI Debris Proc. Fac.,Permitted                          ,Active,38.52138,-122.79234,10695,11064
1690,33-AA-0310,1,"M.B. Organics, Inc. Galway",33,Riverside,"M.B. Organics, Inc.",38801 Los Corralitos Road,Temecula                                ,92592,County of Riverside,"Maram Holdings, LLC",Composting,Composting Operation (Ag),Notification                       ,Active,33.48706,-117.0358,10735,11132
1696,18-AA-0026,1,Madeline Limited Volume Transfer Operati,18,Lassen,Lassen Regional Solid Waste Mgmt. Author,One Mile East Of Madeline,Madeline                                ,96119,County of Lassen,US Dept Of Int Bur Of Land Mgmt-Susanvil,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,41.05011,-120.45461,1314,1332
1700,30-AB-0386,1,"Madison Materials, Inc.",30,Orange,"Madison Materials, Inc.",1035 East Fourth Street,Santa Ana                               ,92701,County of Orange                        ,"JBW Enterprises, LLC",Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,33.74861,-117.855,10148,10213
1703,15-AA-0150,2,"Main Base Sanitary Landfill, Edwards AFB",15,Kern,"Department Of Defense, USAf-Afftc",220 Landfill Road,Edwards Air Force Base                  ,93524,County of Kern,"Department Of Defence, USAf-Afftc/Em",Composting,Composting Facility (Green Waste)  ,Permitted                          ,Active,34.95605,-117.95626999999999,952,963
1704,15-AA-0150,1,"Main Base Sanitary Landfill, Edwards AFB",15,Kern,"Department Of Defense, USAf-Afftc",220 Landfill Road,Edwards Air Force Base                  ,93524,County of Kern,"Department Of Defence, USAf-Afftc/Em",Disposal,Solid Waste Landfill,Permitted                          ,Active,34.95605,-117.95626999999999,952,962
1705,15-AA-0150,2,"Main Base Sanitary Landfill, Edwards AFB",15,Kern,"Department Of Defense, USAf-Afftc",220 Landfill Road,Edwards Air Force Base                  ,93524,County of Kern,"Department Of Defense, USAf-Afftc",Composting,Composting Facility (Green Waste)  ,Permitted                          ,Active,34.95605,-117.95626999999999,952,963
1706,15-AA-0150,1,"Main Base Sanitary Landfill, Edwards AFB",15,Kern,"Department Of Defense, USAf-Afftc",220 Landfill Road,Edwards Air Force Base                  ,93524,County of Kern,"Department Of Defense, USAf-Afftc",Disposal,Solid Waste Landfill,Permitted                          ,Active,34.95605,-117.95626999999999,952,962
1707,31-AA-0637,1,"Mallard Creek, Inc.",31,Placer,Mallard Creek Inc.,4095 Duluth Ave.,Rocklin                                 ,95765,County of Placer,Gretchen M. Hass Revocable Family Trust,Composting,Composting Operation (Green Waste) ,Notification                       ,Active,38.80921,-121.31771,11246,11811
1709,20-AA-0031,1,Mammoth Recycling Facility And TS,20,Madera,Madera County Public Works Division,21739 Road 19,Chowchilla                              ,93610,County of Madera,Madera County Public Works Division,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,37.06345,-120.20156000000001,2162,2192
1710,26-AA-0013,1,Mammoth Recycling Facility And TS,26,Mono,"Mammoth Disposal, Inc.                  ",59 Commerce Drive,Mammoth Lakes                           ,93546,County of Mono,"Mammoth Disposal, Inc.                  ",Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,37.64056,-118.94361,2461,2493
1717,52-AA-0004,2,Manton Transfer Station and SWDS,52,Tehama,Suburban Transfer & Landfill            ,West end Hazen Road/Purple Place,Manton                                  ,96059,County of Tehama                        ,County Of Tehama Public Works Dept      ,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,40.419470000000004,-121.87858,4861,4939
1719,42-AA-0066,2,MarBorg C&D Recycling &Transfer Facility,42,Santa Barbara,MarBorg Industries,119 North Quarantina Street,Santa Barbara                           ,93103,County of Santa Barbara                 ,Asti Holding Company,Composting,Chipping and Grinding Activity Fac./ Op.,Permitted                          ,Active,34.42042,-119.68285,10276,10920
1720,42-AA-0066,1,MarBorg C&D Recycling &Transfer Facility,42,Santa Barbara,MarBorg Industries,119 North Quarantina Street,Santa Barbara                           ,93103,County of Santa Barbara                 ,Asti Holding Company,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,34.42042,-119.68285,10276,10453
1721,42-AA-0070,1,MarBorg Green Waste Recycling Facility,42,Santa Barbara,MarBorg Industries,620 Quinientos Street,Santa Barbara                           ,93103,County of Santa Barbara                 ,D and M Ortega Hill Partnership,Composting,Chipping and Grinding Activity Fac./ Op.,Notification                       ,Active,34.418440000000004,-119.68194,10523,10786
1722,01-AA-0273,1,Marciel Ranch Landspreading,1,Alameda,"Harding, Michael",Jess Ranch Road,Livermore                               ,94550,County of Alameda,Waste Management Of The Inland Valley,Disposal,Land Application                   ,Exempt                             ,Active,37.66895,-122.15829,18,19
1726,21-AA-0005,1,Marin Sanitary Service Transfer Station,21,Marin,Marin Sanitary Service                  ,1060 Andersen Drive,San Rafael                              ,94901,County of Marin                         ,Marin Sanitary Service                  ,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,37.954159999999995,-122.50516999999999,2204,2235
1727,21-AA-0059,1,Marin Sanitary Service Type A Inert Proc,21,Marin,Marin Sanitary Service,1050 Anderson Drive  on Jacoby Street,San Rafael                              ,94901,County of Marin                         ,Marin Sanitary Service,Transfer/Processing,Inert Debris Type A Proc. Operation,Notification                       ,Active,37.95512,-122.5078,10921,11401
1728,22-AA-0013,1,Mariposa Co. Composting Facility,22,Mariposa,"County of Mariposa, Public Works Dept.",5593 Highway 49 North,Mariposa                                ,95338,County of Mariposa,"County of Mariposa, Public Works Dept.",Composting,Composting Facility (Mixed)        ,Permitted                          ,Active,37.50441,-120.00496000000001,10623,10950
1729,22-AA-0013,3,Mariposa Co. Composting Facility,22,Mariposa,"County of Mariposa, Public Works Dept.",5593 Highway 49 North,Mariposa                                ,95338,County of Mariposa,"County of Mariposa, Public Works Dept.",Transfer/Processing,Medium Volume Transfer/Proc Fac    ,Permitted                          ,Active,37.50441,-120.00496000000001,10623,10976
1730,22-AA-0001,1,Mariposa County Sanitary Landfill,22,Mariposa,County Of Mariposa,Dump Rd; 2.2 Mi N Of Mariposa On Hwy 49,Mariposa                                ,95338,County of Mariposa,County Of Mariposa,Disposal,Solid Waste Landfill,Permitted                          ,Active,37.50432,-120.0058,2238,2270
1733,39-AA-0048,1,Martin Dairy,39,San Joaquin,Martin Dairy,7532 South Henery Road,Farmington                              ,95230,County of San Joaquin,Martin dairy,Disposal,Land Application                   ,Exempt                             ,Active,37.8997,-120.94345,10468,10712
1734,15-AA-0390,1,"Martin Feed, Inc. T/P Facility",15,Kern,"Martin Feed, Inc.",12838 Wible Road,Pumpkin Center                          ,93313,County of Kern,"Martin Feed, Inc.",Transfer/Processing,Medium Volume Transfer/Proc Fac    ,Permitted                          ,Active,35.2933,-119.0374,10809,11250
